name and surname,preferences
Garry Andrews,"['Doctor', 'Nurse']"
Mike Hawkins,"['Nurse', 'Doctor']"
Aida Baker,"['Doctor', 'Nurse']"
Alan Montgomery,"['Doctor', 'Nurse']"
Caroline Clark,"['Nurse', 'Doctor']"
Michael Alexander,"['Nurse', 'Doctor']"
Emily Stevens,"['Nurse', 'Doctor']"
Adelaide Barnes,"['Doctor', 'Nurse']"
Rubie Hunt,"['Doctor', 'Nurse']"
Vivian Parker,"['Nurse', 'Doctor']"
Brad Montgomery,"['Nurse', 'Doctor']"
Alexia Wright,"['Nurse', 'Doctor']"
Kristian Farrell,"['Nurse', 'Doctor']"
Mike Howard,"['Nurse', 'Doctor']"
Arianna Baker,"['Nurse', 'Doctor']"
Carlos Douglas,"['Doctor', 'Nurse']"
Justin Tucker,"['Nurse', 'Doctor']"
Sofia Brown,"['Nurse', 'Doctor']"
Ted Russell,"['Nurse', 'Doctor']"
Samantha Owens,"['Nurse', 'Doctor']"
Florrie Dixon,"['Nurse', 'Doctor']"
Michelle Ross,"['Doctor', 'Nurse']"
Edgar Mason,"['Nurse', 'Doctor']"
Walter Jones,"['Doctor', 'Nurse']"
Nicole Clark,"['Doctor', 'Nurse']"
Sydney Hawkins,"['Doctor', 'Nurse']"
Roman Miller,"['Nurse', 'Doctor']"
Daniel Richardson,"['Doctor', 'Nurse']"
Camila Wilson,"['Nurse', 'Doctor']"
Lyndon Howard,"['Nurse', 'Doctor']"
Abigail Armstrong,"['Doctor', 'Nurse']"
Natalie Williams,"['Nurse', 'Doctor']"
Roland Cole,"['Nurse', 'Doctor']"
Naomi Craig,"['Nurse', 'Doctor']"
Jessica Roberts,"['Doctor', 'Nurse']"
Clark Harris,"['Doctor', 'Nurse']"
Justin Dixon,"['Doctor', 'Nurse']"
Maddie Perkins,"['Nurse', 'Doctor']"
Adrianna Armstrong,"['Nurse', 'Doctor']"
Alina Evans,"['Doctor', 'Nurse']"
Daryl Mason,"['Doctor', 'Nurse']"
Rosie Stewart,"['Nurse', 'Doctor']"
Daisy Wells,"['Nurse', 'Doctor']"
Steven Taylor,"['Doctor', 'Nurse']"
Antony Wilson,"['Nurse', 'Doctor']"
Aston West,"['Doctor', 'Nurse']"
Alina Richards,"['Doctor', 'Nurse']"
Emma Barnes,"['Doctor', 'Nurse']"
Maria Holmes,"['Nurse', 'Doctor']"
Sofia Hill,"['Doctor', 'Nurse']"
Catherine Elliott,"['Nurse', 'Doctor']"
Preston Thompson,"['Nurse', 'Doctor']"
Belinda Payne,"['Doctor', 'Nurse']"
Owen Kelley,"['Doctor', 'Nurse']"
Martin Perry,"['Nurse', 'Doctor']"
Naomi Bailey,"['Nurse', 'Doctor']"
Lydia Perkins,"['Doctor', 'Nurse']"
Miller Henderson,"['Doctor', 'Nurse']"
Amy Gray,"['Nurse', 'Doctor']"
Ellia Morris,"['Nurse', 'Doctor']"
Arnold Allen,"['Doctor', 'Nurse']"
Alen Cole,"['Doctor', 'Nurse']"
Lucy Cole,"['Doctor', 'Nurse']"
Lucy Alexander,"['Doctor', 'Nurse']"
Alissa Johnston,"['Nurse', 'Doctor']"
Andrew Dixon,"['Doctor', 'Nurse']"
Paige Murphy,"['Nurse', 'Doctor']"
Brianna Carter,"['Doctor', 'Nurse']"
Miller West,"['Nurse', 'Doctor']"
Belinda Martin,"['Nurse', 'Doctor']"
Adison Davis,"['Nurse', 'Doctor']"
Alen Smith,"['Doctor', 'Nurse']"
Dominik Hunt,"['Doctor', 'Nurse']"
Kristian Richardson,"['Doctor', 'Nurse']"
Abraham Warren,"['Doctor', 'Nurse']"
Walter Gibson,"['Doctor', 'Nurse']"
Naomi Taylor,"['Doctor', 'Nurse']"
John Nelson,"['Doctor', 'Nurse']"
Kate Moore,"['Nurse', 'Doctor']"
Lydia Brown,"['Doctor', 'Nurse']"
Sabrina Payne,"['Doctor', 'Nurse']"
Chloe Craig,"['Doctor', 'Nurse']"
Myra Cole,"['Doctor', 'Nurse']"
Ellia Harris,"['Doctor', 'Nurse']"
Camila Chapman,"['Nurse', 'Doctor']"
Brooke Thompson,"['Doctor', 'Nurse']"
Sienna Stevens,"['Doctor', 'Nurse']"
Arthur Andrews,"['Nurse', 'Doctor']"
Oscar Richards,"['Doctor', 'Nurse']"
Jacob Johnson,"['Nurse', 'Doctor']"
Audrey Stewart,"['Nurse', 'Doctor']"
Anna Gibson,"['Nurse', 'Doctor']"
David Thompson,"['Nurse', 'Doctor']"
Arnold Ferguson,"['Doctor', 'Nurse']"
Gianna Howard,"['Doctor', 'Nurse']"
Fenton Hawkins,"['Nurse', 'Doctor']"
Stuart Riley,"['Doctor', 'Nurse']"
Frederick Ryan,"['Doctor', 'Nurse']"
Arianna Anderson,"['Nurse', 'Doctor']"
Kevin Ryan,"['Nurse', 'Doctor']"
Mike Roberts,"['Nurse', 'Doctor']"
Ellia Casey,"['Nurse', 'Doctor']"
Madaline Murray,"['Doctor', 'Nurse']"
Cadie Cunningham,"['Doctor', 'Nurse']"
Alissa Fowler,"['Doctor', 'Nurse']"
April Barnes,"['Nurse', 'Doctor']"
Julian Andrews,"['Doctor', 'Nurse']"
Victor Davis,"['Nurse', 'Doctor']"
Andrew Evans,"['Doctor', 'Nurse']"
Emma Owens,"['Nurse', 'Doctor']"
Naomi Hamilton,"['Nurse', 'Doctor']"
Edith Elliott,"['Nurse', 'Doctor']"
Dominik Higgins,"['Doctor', 'Nurse']"
Alisa Stewart,"['Doctor', 'Nurse']"
Chelsea Richardson,"['Doctor', 'Nurse']"
Adrianna Alexander,"['Doctor', 'Nurse']"
Aiden Clark,"['Nurse', 'Doctor']"
Camila Evans,"['Doctor', 'Nurse']"
Daryl Holmes,"['Doctor', 'Nurse']"
Adele West,"['Nurse', 'Doctor']"
Honey Cunningham,"['Nurse', 'Doctor']"
Hailey Harrison,"['Nurse', 'Doctor']"
Caroline Johnston,"['Nurse', 'Doctor']"
Melanie Moore,"['Nurse', 'Doctor']"
Deanna Henderson,"['Nurse', 'Doctor']"
Jacob Russell,"['Doctor', 'Nurse']"
Alexia Perry,"['Nurse', 'Doctor']"
Mary Lloyd,"['Doctor', 'Nurse']"
Sophia Morrison,"['Doctor', 'Nurse']"
Henry Smith,"['Nurse', 'Doctor']"
Alexander Watson,"['Nurse', 'Doctor']"
James Kelly,"['Doctor', 'Nurse']"
Eddy West,"['Doctor', 'Nurse']"
Lily West,"['Nurse', 'Doctor']"
Carlos Richards,"['Doctor', 'Nurse']"
Victor Farrell,"['Nurse', 'Doctor']"
Edward Spencer,"['Nurse', 'Doctor']"
Max Ryan,"['Doctor', 'Nurse']"
Owen Williams,"['Doctor', 'Nurse']"
Andrew Bennett,"['Nurse', 'Doctor']"
Vincent Bailey,"['Nurse', 'Doctor']"
Eddy Perry,"['Nurse', 'Doctor']"
Cadie Ryan,"['Nurse', 'Doctor']"
Kellan Watson,"['Doctor', 'Nurse']"
Michelle Warren,"['Nurse', 'Doctor']"
Rafael Anderson,"['Nurse', 'Doctor']"
Dainton Scott,"['Nurse', 'Doctor']"
Carina Ryan,"['Nurse', 'Doctor']"
Oscar Tucker,"['Nurse', 'Doctor']"
Melissa Bennett,"['Nurse', 'Doctor']"
Ryan Foster,"['Doctor', 'Nurse']"
Michelle Craig,"['Nurse', 'Doctor']"
Tiana Payne,"['Nurse', 'Doctor']"
Daryl Spencer,"['Doctor', 'Nurse']"
Charlie Carroll,"['Nurse', 'Doctor']"
Chloe Ferguson,"['Doctor', 'Nurse']"
Valeria Cameron,"['Nurse', 'Doctor']"
Paige Johnson,"['Doctor', 'Nurse']"
Arianna Myers,"['Nurse', 'Doctor']"
Kristian Williams,"['Doctor', 'Nurse']"
James Armstrong,"['Doctor', 'Nurse']"
Mike Myers,"['Doctor', 'Nurse']"
Arnold Grant,"['Doctor', 'Nurse']"
Edward Cooper,"['Doctor', 'Nurse']"
Sarah Gray,"['Doctor', 'Nurse']"
Naomi Russell,"['Nurse', 'Doctor']"
Eddy Morgan,"['Doctor', 'Nurse']"
Arthur Dixon,"['Doctor', 'Nurse']"
Aston Myers,"['Doctor', 'Nurse']"
Jared Barnes,"['Nurse', 'Doctor']"
Michael Hunt,"['Doctor', 'Nurse']"
Aida Brooks,"['Nurse', 'Doctor']"
Dominik Smith,"['Nurse', 'Doctor']"
Samantha Robinson,"['Doctor', 'Nurse']"
Arthur Farrell,"['Doctor', 'Nurse']"
Paul Kelley,"['Nurse', 'Doctor']"
Amanda Henderson,"['Doctor', 'Nurse']"
Agata Andrews,"['Nurse', 'Doctor']"
Adelaide Moore,"['Nurse', 'Doctor']"
Ada Barnes,"['Nurse', 'Doctor']"
Frederick Richards,"['Nurse', 'Doctor']"
Adison Gray,"['Doctor', 'Nurse']"
Ryan Smith,"['Nurse', 'Doctor']"
Sophia Douglas,"['Nurse', 'Doctor']"
Luke Morris,"['Doctor', 'Nurse']"
Sophia Riley,"['Nurse', 'Doctor']"
Vincent Scott,"['Nurse', 'Doctor']"
Sam Johnston,"['Nurse', 'Doctor']"
Martin Rogers,"['Nurse', 'Doctor']"
Kimberly Edwards,"['Doctor', 'Nurse']"
Miley Henderson,"['Doctor', 'Nurse']"
Aldus Howard,"['Nurse', 'Doctor']"
Fiona Foster,"['Nurse', 'Doctor']"
Hailey Thompson,"['Doctor', 'Nurse']"
Emma Ellis,"['Doctor', 'Nurse']"
Daryl Owens,"['Doctor', 'Nurse']"
Ada Walker,"['Doctor', 'Nurse']"
Martin Martin,"['Nurse', 'Doctor']"
Lenny Davis,"['Nurse', 'Doctor']"
Tara Grant,"['Doctor', 'Nurse']"
Preston Baker,"['Doctor', 'Nurse']"
Robert Bennett,"['Nurse', 'Doctor']"
Julian Davis,"['Doctor', 'Nurse']"
Alford Evans,"['Doctor', 'Nurse']"
Nicole Farrell,"['Nurse', 'Doctor']"
Ned Williams,"['Doctor', 'Nurse']"
Daryl Alexander,"['Nurse', 'Doctor']"
Isabella Murphy,"['Doctor', 'Nurse']"
Jessica Moore,"['Nurse', 'Doctor']"
Savana Gray,"['Nurse', 'Doctor']"
Maya Alexander,"['Doctor', 'Nurse']"
Lilianna Murphy,"['Doctor', 'Nurse']"
Alisa Farrell,"['Nurse', 'Doctor']"
Penelope Armstrong,"['Nurse', 'Doctor']"
Kimberly Spencer,"['Doctor', 'Nurse']"
Rosie Warren,"['Nurse', 'Doctor']"
Edward Tucker,"['Nurse', 'Doctor']"
Edith Johnston,"['Doctor', 'Nurse']"
Briony Ellis,"['Nurse', 'Doctor']"
Belinda Barrett,"['Doctor', 'Nurse']"
Kate Walker,"['Doctor', 'Nurse']"
Camila Mason,"['Doctor', 'Nurse']"
Lucy Ellis,"['Nurse', 'Doctor']"
Victoria Martin,"['Nurse', 'Doctor']"
Tony Montgomery,"['Nurse', 'Doctor']"
Jasmine Sullivan,"['Nurse', 'Doctor']"
Carl Hall,"['Nurse', 'Doctor']"
Jessica Wells,"['Doctor', 'Nurse']"
Connie Carter,"['Nurse', 'Doctor']"
Caroline Wells,"['Doctor', 'Nurse']"
Myra Sullivan,"['Doctor', 'Nurse']"
Michael Cameron,"['Doctor', 'Nurse']"
Melissa Crawford,"['Doctor', 'Nurse']"
Byron Wilson,"['Doctor', 'Nurse']"
Adison Anderson,"['Doctor', 'Nurse']"
Robert Tucker,"['Doctor', 'Nurse']"
Carlos Grant,"['Nurse', 'Doctor']"
Oliver Holmes,"['Doctor', 'Nurse']"
Chester Foster,"['Nurse', 'Doctor']"
Jessica Payne,"['Nurse', 'Doctor']"
Miller Higgins,"['Nurse', 'Doctor']"
Carina Morris,"['Doctor', 'Nurse']"
Arthur Wright,"['Doctor', 'Nurse']"
Alberta Tucker,"['Nurse', 'Doctor']"
James Dixon,"['Nurse', 'Doctor']"
Kellan Russell,"['Nurse', 'Doctor']"
Byron Thompson,"['Doctor', 'Nurse']"
Daniel Harris,"['Nurse', 'Doctor']"
Brad Crawford,"['Nurse', 'Doctor']"
Daryl Grant,"['Doctor', 'Nurse']"
Ryan Morris,"['Doctor', 'Nurse']"
Mike Casey,"['Doctor', 'Nurse']"
Daryl Turner,"['Doctor', 'Nurse']"
Agata Mitchell,"['Nurse', 'Doctor']"
Wilson Brooks,"['Doctor', 'Nurse']"
Arnold Ryan,"['Doctor', 'Nurse']"
Steven Walker,"['Doctor', 'Nurse']"
Florrie Johnson,"['Nurse', 'Doctor']"
Alexia Hall,"['Nurse', 'Doctor']"
Frederick Cole,"['Doctor', 'Nurse']"
Rubie Riley,"['Nurse', 'Doctor']"
Maria Johnston,"['Doctor', 'Nurse']"
Tara Ryan,"['Nurse', 'Doctor']"
Ned Barnes,"['Nurse', 'Doctor']"
Patrick Clark,"['Doctor', 'Nurse']"
Carina Parker,"['Nurse', 'Doctor']"
Samantha Smith,"['Doctor', 'Nurse']"
Agata Campbell,"['Nurse', 'Doctor']"
Amber Sullivan,"['Nurse', 'Doctor']"
Victor Baker,"['Nurse', 'Doctor']"
Joyce Cole,"['Doctor', 'Nurse']"
Reid Reed,"['Nurse', 'Doctor']"
Alina Clark,"['Nurse', 'Doctor']"
Maximilian Watson,"['Nurse', 'Doctor']"
Jacob Harper,"['Doctor', 'Nurse']"
Brad Russell,"['Doctor', 'Nurse']"
Joyce Anderson,"['Nurse', 'Doctor']"
Thomas Robinson,"['Nurse', 'Doctor']"
Ryan Douglas,"['Doctor', 'Nurse']"
Victoria Hill,"['Nurse', 'Doctor']"
Aston Davis,"['Doctor', 'Nurse']"
Adam Casey,"['Nurse', 'Doctor']"
Dale Richards,"['Nurse', 'Doctor']"
Adrian Warren,"['Nurse', 'Doctor']"
Amy Cooper,"['Doctor', 'Nurse']"
Lyndon Stewart,"['Nurse', 'Doctor']"
Edith Reed,"['Nurse', 'Doctor']"
Samantha Richards,"['Nurse', 'Doctor']"
Heather Kelly,"['Nurse', 'Doctor']"
Alberta Higgins,"['Doctor', 'Nurse']"
George Johnson,"['Doctor', 'Nurse']"
Madaline Douglas,"['Doctor', 'Nurse']"
Rosie Nelson,"['Doctor', 'Nurse']"
Byron Wells,"['Nurse', 'Doctor']"
Eleanor Phillips,"['Doctor', 'Nurse']"
Owen Watson,"['Doctor', 'Nurse']"
Max Hamilton,"['Doctor', 'Nurse']"
Joyce Foster,"['Nurse', 'Doctor']"
Dominik Gibson,"['Nurse', 'Doctor']"
Rebecca Sullivan,"['Nurse', 'Doctor']"
Arnold Murphy,"['Nurse', 'Doctor']"
Caroline Harrison,"['Doctor', 'Nurse']"
Julian Brooks,"['Doctor', 'Nurse']"
Alford Walker,"['Doctor', 'Nurse']"
Freddie Allen,"['Nurse', 'Doctor']"
Abigail Fowler,"['Nurse', 'Doctor']"
Anna Hunt,"['Doctor', 'Nurse']"
Kate Turner,"['Doctor', 'Nurse']"
Catherine Ellis,"['Doctor', 'Nurse']"
Brad Kelley,"['Nurse', 'Doctor']"
Richard Bailey,"['Nurse', 'Doctor']"
Michael Scott,"['Nurse', 'Doctor']"
Abigail Casey,"['Doctor', 'Nurse']"
Audrey Carroll,"['Doctor', 'Nurse']"
Charlotte Gray,"['Doctor', 'Nurse']"
Belinda Stevens,"['Doctor', 'Nurse']"
Arianna Grant,"['Doctor', 'Nurse']"
Aldus Campbell,"['Doctor', 'Nurse']"
Frederick Morgan,"['Nurse', 'Doctor']"
Edith Andrews,"['Nurse', 'Doctor']"
Kellan Ryan,"['Nurse', 'Doctor']"
Edward Murray,"['Doctor', 'Nurse']"
Edwin Tucker,"['Nurse', 'Doctor']"
Cadie Johnson,"['Doctor', 'Nurse']"
Brad Rogers,"['Nurse', 'Doctor']"
John Elliott,"['Doctor', 'Nurse']"
Fenton Hill,"['Nurse', 'Doctor']"
Miller Brown,"['Nurse', 'Doctor']"
Lana Fowler,"['Doctor', 'Nurse']"
Elian Grant,"['Doctor', 'Nurse']"
Kimberly Walker,"['Nurse', 'Doctor']"
Derek Murray,"['Doctor', 'Nurse']"
Harold Wells,"['Doctor', 'Nurse']"
Stuart Turner,"['Doctor', 'Nurse']"
Kevin Gibson,"['Doctor', 'Nurse']"
Martin Watson,"['Nurse', 'Doctor']"
Sabrina Murphy,"['Nurse', 'Doctor']"
Harold Johnson,"['Doctor', 'Nurse']"
Miller Murray,"['Doctor', 'Nurse']"
Amber Foster,"['Doctor', 'Nurse']"
Tess Cole,"['Doctor', 'Nurse']"
Nicole Payne,"['Doctor', 'Nurse']"
Sabrina Reed,"['Doctor', 'Nurse']"
Arthur Perry,"['Nurse', 'Doctor']"
Stella Hunt,"['Nurse', 'Doctor']"
Lucas Roberts,"['Doctor', 'Nurse']"
Eleanor Walker,"['Doctor', 'Nurse']"
Luke Murphy,"['Nurse', 'Doctor']"
Ada Clark,"['Doctor', 'Nurse']"
Sydney Brown,"['Nurse', 'Doctor']"
Brooke Henderson,"['Nurse', 'Doctor']"
Leonardo Taylor,"['Doctor', 'Nurse']"
Alexia Carter,"['Doctor', 'Nurse']"
Aston Sullivan,"['Nurse', 'Doctor']"
Adam Tucker,"['Nurse', 'Doctor']"
Abigail Howard,"['Nurse', 'Doctor']"
Albert Kelly,"['Nurse', 'Doctor']"
Alfred Dixon,"['Nurse', 'Doctor']"
Alexander Casey,"['Doctor', 'Nurse']"
Lenny Gibson,"['Nurse', 'Doctor']"
Antony Clark,"['Nurse', 'Doctor']"
William Martin,"['Doctor', 'Nurse']"
Eleanor Stevens,"['Doctor', 'Nurse']"
Brad Jones,"['Doctor', 'Nurse']"
Daisy Allen,"['Doctor', 'Nurse']"
Miley Ross,"['Nurse', 'Doctor']"
Alberta Hawkins,"['Doctor', 'Nurse']"
Belinda Holmes,"['Nurse', 'Doctor']"
Rosie Cooper,"['Nurse', 'Doctor']"
Charlie Warren,"['Doctor', 'Nurse']"
Miley Alexander,"['Doctor', 'Nurse']"
Florrie Walker,"['Doctor', 'Nurse']"
Kirsten Cunningham,"['Doctor', 'Nurse']"
Clark Riley,"['Nurse', 'Doctor']"
Freddie Warren,"['Nurse', 'Doctor']"
April Bailey,"['Doctor', 'Nurse']"
Sawyer Johnson,"['Doctor', 'Nurse']"
Alan Morrison,"['Nurse', 'Doctor']"
Sydney Ellis,"['Nurse', 'Doctor']"
Julia Myers,"['Doctor', 'Nurse']"
Darcy Edwards,"['Doctor', 'Nurse']"
Cadie Cameron,"['Doctor', 'Nurse']"
Lily Harper,"['Doctor', 'Nurse']"
Nicholas Phillips,"['Nurse', 'Doctor']"
Olivia Hill,"['Doctor', 'Nurse']"
Fiona Reed,"['Doctor', 'Nurse']"
Lydia Elliott,"['Nurse', 'Doctor']"
Sam Roberts,"['Nurse', 'Doctor']"
Adison Scott,"['Nurse', 'Doctor']"
Aldus Crawford,"['Nurse', 'Doctor']"
Reid Higgins,"['Nurse', 'Doctor']"
Frederick Robinson,"['Doctor', 'Nurse']"
Edgar Allen,"['Doctor', 'Nurse']"
Lucas Walker,"['Doctor', 'Nurse']"
Vivian Crawford,"['Doctor', 'Nurse']"
Isabella Gibson,"['Nurse', 'Doctor']"
Briony Edwards,"['Nurse', 'Doctor']"
Rubie Reed,"['Nurse', 'Doctor']"
Dainton Anderson,"['Doctor', 'Nurse']"
Charlie Brooks,"['Nurse', 'Doctor']"
Daniel Martin,"['Nurse', 'Doctor']"
Anna Howard,"['Doctor', 'Nurse']"
Daryl Lloyd,"['Doctor', 'Nurse']"
Adele Andrews,"['Nurse', 'Doctor']"
Leonardo Kelley,"['Doctor', 'Nurse']"
Caroline Higgins,"['Nurse', 'Doctor']"
Miley Reed,"['Nurse', 'Doctor']"
Joyce Farrell,"['Doctor', 'Nurse']"
Aston Tucker,"['Nurse', 'Doctor']"
Tony Warren,"['Nurse', 'Doctor']"
Lenny Myers,"['Doctor', 'Nurse']"
Roman Thomas,"['Doctor', 'Nurse']"
Jared Ross,"['Nurse', 'Doctor']"
Audrey Martin,"['Nurse', 'Doctor']"
Chester Thomas,"['Nurse', 'Doctor']"
Alfred Evans,"['Nurse', 'Doctor']"
Maya Perry,"['Doctor', 'Nurse']"
Florrie Higgins,"['Doctor', 'Nurse']"
Rafael Craig,"['Doctor', 'Nurse']"
Sawyer Baker,"['Doctor', 'Nurse']"
Dale Holmes,"['Nurse', 'Doctor']"
Brad Cameron,"['Nurse', 'Doctor']"
Ted Gibson,"['Nurse', 'Doctor']"
Naomi Carroll,"['Nurse', 'Doctor']"
Stella Russell,"['Doctor', 'Nurse']"
Rebecca Wells,"['Doctor', 'Nurse']"
Stuart Mason,"['Nurse', 'Doctor']"
Vivian Kelley,"['Nurse', 'Doctor']"
William Sullivan,"['Nurse', 'Doctor']"
Thomas Harrison,"['Doctor', 'Nurse']"
Adrian Murphy,"['Nurse', 'Doctor']"
Amy Evans,"['Nurse', 'Doctor']"
Henry Payne,"['Nurse', 'Doctor']"
Chelsea Hall,"['Nurse', 'Doctor']"
Brad Roberts,"['Nurse', 'Doctor']"
Jack Douglas,"['Doctor', 'Nurse']"
Sam Robinson,"['Nurse', 'Doctor']"
Victoria Myers,"['Nurse', 'Doctor']"
Sarah Grant,"['Doctor', 'Nurse']"
Brad Bailey,"['Doctor', 'Nurse']"
Maya Moore,"['Doctor', 'Nurse']"
Amelia Mason,"['Doctor', 'Nurse']"
Reid Crawford,"['Nurse', 'Doctor']"
Chester Hall,"['Doctor', 'Nurse']"
Tony Thomas,"['Nurse', 'Doctor']"
David Lloyd,"['Doctor', 'Nurse']"
Ryan Armstrong,"['Nurse', 'Doctor']"
Fiona Morris,"['Nurse', 'Doctor']"
Caroline Elliott,"['Doctor', 'Nurse']"
Sophia Murray,"['Doctor', 'Nurse']"
Andrew Parker,"['Nurse', 'Doctor']"
Aldus Stevens,"['Nurse', 'Doctor']"
Lucas Elliott,"['Doctor', 'Nurse']"
Camila Foster,"['Nurse', 'Doctor']"
Max Kelly,"['Nurse', 'Doctor']"
Lilianna Clark,"['Nurse', 'Doctor']"
Max Thomas,"['Nurse', 'Doctor']"
Chelsea Chapman,"['Doctor', 'Nurse']"
Alan West,"['Doctor', 'Nurse']"
Amy Robinson,"['Nurse', 'Doctor']"
Kelvin Evans,"['Doctor', 'Nurse']"
Roland Russell,"['Doctor', 'Nurse']"
Evelyn Morrison,"['Doctor', 'Nurse']"
Oliver Cameron,"['Nurse', 'Doctor']"
Amber Douglas,"['Doctor', 'Nurse']"
Michelle Thomas,"['Doctor', 'Nurse']"
Emily Wright,"['Doctor', 'Nurse']"
Kate Morrison,"['Nurse', 'Doctor']"
