ID,name and surname,score,working environment
1500,Stuart Davis,49,Worker
3629,Catherine Johnson,49,Worker
3806,Andrew Ferguson,49,Worker
3399,Jacob Rogers,49,Worker
2954,Reid Hunt,49,Worker
957,Isabella Perkins,49,Worker
6573,Annabella Higgins,49,Worker
942,Aston Craig,49,Worker
3167,Roland Spencer,49,Worker
4488,Owen Gibson,49,Worker
6983,Kristian Mitchell,49,Worker
3132,David Cunningham,49,Worker
5433,Sofia Carter,49,Worker
839,Michelle Holmes,49,Worker
3930,Adam Richards,49,Worker
3959,David Sullivan,49,Worker
2042,Tiana Harper,49,Worker
2056,Miller Russell,49,Worker
4287,Arianna Parker,49,Worker
4904,Eleanor Murray,49,Worker
1637,Sawyer Carroll,49,Worker
2721,Aldus Thomas,49,Worker
2671,Arthur Adams,49,Worker
2320,Tara Andrews,49,Worker
6827,Violet Stewart,49,Worker
5360,Mary Douglas,49,Worker
4766,Heather Gibson,49,Worker
1437,Arianna Smith,49,Worker
1293,Anna Casey,48,Worker
1697,Melissa Kelly,48,Worker
445,Jasmine Reed,48,Worker
6302,Melanie Edwards,48,Worker
473,Steven Tucker,48,Worker
2631,Daisy Edwards,48,Worker
1294,Kate Henderson,48,Worker
2667,Hailey Parker,48,Worker
6131,Garry Hill,48,Worker
5428,Nicholas Foster,48,Worker
422,Rosie Martin,48,Worker
491,Emma Ryan,48,Worker
5220,Maria Moore,48,Worker
3987,Penelope Walker,47,Worker
3783,Adele Ferguson,47,Worker
4240,Owen Ryan,47,Worker
3570,Lilianna Allen,47,Worker
2502,Isabella Douglas,47,Worker
6296,Catherine Richardson,47,Worker
2313,Alfred Thomas,47,Worker
3114,Amanda Richardson,47,Worker
6500,Victoria Stevens,47,Worker
2193,Frederick Cooper,47,Worker
2311,Grace Perry,47,Worker
3387,Walter Johnston,47,Worker
2730,Miranda Spencer,47,Worker
995,Maya Myers,47,Worker
1819,Ada Spencer,47,Worker
2001,Catherine Wright,47,Worker
1552,Tyler Roberts,47,Worker
960,Lily Howard,47,Worker
1971,Tyler Watson,47,Worker
900,Julia Payne,47,Worker
316,Frederick Brown,47,Worker
1911,Stuart Fowler,47,Worker
4732,Miley Rogers,47,Worker
532,Abraham Taylor,47,Worker
418,Florrie Wright,47,Worker
865,Tara Craig,47,Worker
4901,Charlie Spencer,47,Worker
1282,Lana Myers,47,Worker
6111,Haris Cameron,47,Worker
6542,Leonardo Casey,46,Worker
1523,Charlotte Baker,46,Worker
327,Chester Allen,46,Worker
1546,Eric Craig,46,Worker
937,Kevin Jones,46,Worker
6494,April Bennett,46,Worker
1761,Agata Richards,46,Worker
2412,Miley Jones,46,Worker
2379,Michael Dixon,46,Worker
574,Tess Cameron,46,Worker
4951,Mary Evans,46,Worker
511,Thomas Harris,46,Worker
867,Carina Carter,46,Worker
5448,Anna Payne,46,Worker
3586,Briony Ross,46,Worker
2726,Edgar Phillips,46,Worker
2880,Daisy Smith,46,Worker
4829,Lydia Grant,46,Worker
5060,Honey Armstrong,46,Worker
1168,Amber Miller,46,Worker
2898,Jessica Myers,46,Worker
3691,Marcus Hamilton,46,Worker
6418,Tiana Davis,45,Worker
2774,Sam Jones,45,Worker
6268,Owen Johnson,45,Worker
3015,Alfred Murphy,45,Worker
2816,Maya Roberts,45,Worker
2791,Valeria Andrews,45,Worker
1128,Kate Holmes,45,Worker
1052,Garry Montgomery,45,Worker
1455,Emily Johnston,45,Worker
2956,Savana Harris,45,Worker
1457,Henry Howard,45,Worker
3863,George Williams,45,Worker
1747,Luke Taylor,45,Worker
3511,Tiana Riley,45,Worker
5206,Amy Dixon,45,Worker
5126,Penelope Allen,45,Worker
6881,Julian Stevens,45,Worker
6586,Carl Barrett,45,Worker
1987,Roman Cameron,45,Worker
3929,Eric Richards,45,Worker
1664,Eddy Rogers,45,Worker
2035,Ashton Cameron,45,Worker
5372,Harold Stevens,45,Worker
395,Mike Nelson,45,Worker
402,Max Barnes,45,Worker
3335,Antony Kelley,45,Worker
1834,Nicholas Warren,45,Worker
4603,Michael Harper,45,Worker
4404,Chloe Tucker,45,Worker
2279,Bruce Spencer,45,Worker
514,Darcy Morrison,45,Worker
6258,Fiona Armstrong,45,Worker
1723,William Evans,45,Worker
6490,Sam Farrell,45,Worker
3776,Antony Owens,44,Worker
3882,James Russell,44,Worker
825,Briony Tucker,44,Worker
6315,Dale Foster,44,Worker
2811,Steven Fowler,44,Worker
6731,Alexia Tucker,44,Worker
3492,Lucia Smith,44,Worker
375,Miranda Walker,44,Worker
2082,Carina Douglas,44,Worker
503,Annabella Thomas,44,Worker
880,Byron Ross,44,Worker
1229,Edwin Craig,44,Worker
2081,Eric Taylor,44,Worker
2010,Adrianna Phillips,44,Worker
1779,Adison Ferguson,44,Worker
4392,Adison Thompson,44,Worker
2607,Dale Nelson,44,Worker
2611,Cherry Fowler,44,Worker
1491,Aldus Hill,44,Worker
4306,Kristian Phillips,44,Worker
1850,Miley Wilson,44,Worker
2529,Lilianna Montgomery,44,Worker
1809,Miller Reed,44,Worker
2343,Dale Hawkins,44,Worker
1243,Dexter Tucker,44,Worker
5009,Wilson Henderson,43,Worker
4558,Adison Crawford,43,Worker
4281,Patrick Montgomery,43,Worker
5415,Valeria Hamilton,43,Worker
6918,Charlotte Bennett,43,Worker
5308,Vivian Miller,43,Worker
584,Reid Smith,43,Worker
5421,Steven Dixon,43,Worker
2342,Justin Roberts,43,Worker
3365,Stella Richards,43,Worker
3614,Darcy Brown,43,Worker
3230,Lucy Holmes,43,Worker
777,Antony Andrews,43,Worker
2569,Miller Chapman,43,Worker
2095,Sofia Campbell,43,Worker
1180,Charlie Williams,43,Worker
2660,Aldus Murphy,43,Worker
1355,Kate Howard,43,Worker
3843,Amelia Barnes,43,Worker
3641,Frederick Jones,43,Worker
2069,Maddie Martin,43,Worker
1071,Elian Kelly,43,Worker
6582,Connie Craig,43,Worker
2703,Vivian Harrison,43,Worker
1861,Byron Ferguson,42,Worker
2121,Frederick Elliott,42,Worker
4996,Anna Campbell,42,Worker
4995,Sawyer Wells,42,Worker
710,Jenna Carroll,42,Worker
541,Mary Thompson,42,Worker
701,Honey Wells,42,Worker
4381,Kirsten Richardson,42,Worker
383,Dainton Cunningham,42,Worker
457,Jasmine Gibson,42,Worker
4264,Dale Montgomery,42,Worker
573,Jordan Carroll,42,Worker
614,Tess Carroll,42,Worker
3960,Albert Montgomery,42,Worker
4799,Nicole Cunningham,42,Worker
919,Ryan Bailey,42,Worker
4550,Audrey Hawkins,42,Worker
4875,Aston Gibson,42,Worker
4836,Miranda Jones,42,Worker
6691,Rubie Douglas,42,Worker
1069,Lyndon Moore,42,Worker
1056,Alexia Martin,42,Worker
2560,Nicholas Cunningham,42,Worker
2892,Valeria Crawford,42,Worker
1587,James Ross,42,Worker
2503,Paul Kelly,42,Worker
5034,Sabrina Farrell,42,Worker
5350,Ryan Richards,42,Worker
2449,Tess Ross,42,Worker
4752,Charlotte Cameron,42,Worker
2977,Alford Cameron,42,Worker
1285,Adelaide Howard,42,Worker
2994,Emma Brooks,42,Worker
2430,Florrie Farrell,42,Worker
1572,Melanie Smith,42,Worker
2389,Arthur Thomas,42,Worker
1087,Blake Jones,42,Worker
4332,Alen Phillips,41,Worker
5053,Julia Walker,41,Worker
6624,Sophia Cunningham,41,Worker
420,Michael Bailey,41,Worker
321,Thomas Warren,41,Worker
1908,Charlotte Brown,41,Worker
463,Stella Walker,41,Worker
629,Preston Scott,41,Worker
3330,Byron Morgan,41,Worker
3181,Lucas Henderson,41,Worker
5526,William Andrews,41,Worker
961,Abigail Ryan,41,Worker
1497,Aida Farrell,41,Worker
928,Alford Mason,41,Worker
6489,Byron Howard,41,Worker
4688,Carina Andrews,41,Worker
3281,Lana Henderson,41,Worker
1705,Penelope Phillips,41,Worker
3755,Roland Barnes,40,Worker
1916,Arianna Campbell,40,Worker
4343,Grace Elliott,40,Worker
5067,Briony Thomas,40,Worker
6306,Oscar Phillips,40,Worker
2613,Melanie Adams,40,Worker
2838,Frederick Perry,40,Worker
6689,Daisy Andrews,40,Worker
1022,Jordan Bailey,40,Worker
2513,Lana Thompson,40,Worker
3991,Michelle Richards,40,Worker
3809,Alexander Turner,40,Worker
301,Sabrina Rogers,40,Worker
4015,Adison Barnes,40,Worker
481,Fiona Ryan,40,Worker
3495,Elian Davis,40,Worker
3074,Fenton Henderson,40,Worker
356,Alfred Sullivan,40,Worker
5010,Eleanor Mitchell,40,Worker
1895,Edward Smith,40,Worker
3411,Lucia Mitchell,40,Worker
3386,Jenna Morris,40,Worker
5128,Kellan Campbell,40,Worker
5174,George Russell,39,Worker
3747,Savana Clark,39,Worker
3807,Wilson West,39,Worker
6976,Derek Dixon,39,Worker
3782,Belinda Russell,39,Worker
2021,Garry Howard,39,Worker
3260,Tyler Richardson,39,Worker
2003,Elian Johnston,39,Worker
3124,Adele Douglas,39,Worker
4716,Alford Williams,39,Worker
1448,William Ryan,39,Worker
1134,Lyndon Farrell,39,Worker
2606,Fenton Jones,39,Worker
4063,Ashton Dixon,39,Worker
6430,Grace Brown,39,Worker
2373,Emily Morgan,39,Worker
1616,Savana Mitchell,39,Worker
4972,Ned Fowler,39,Worker
3145,Clark Phillips,39,Worker
5002,Justin Elliott,39,Worker
229,Anna Farrell,39,Worker
1978,Dale Howard,39,Worker
3595,Dexter Miller,39,Worker
4041,Thomas Hunt,38,Worker
4416,Wilson Higgins,38,Worker
5412,Mike Gibson,38,Worker
4016,Deanna Carroll,38,Worker
4705,Deanna Armstrong,38,Worker
6358,Jenna Bennett,38,Worker
4838,Cadie Anderson,38,Worker
5304,Alexia Ferguson,38,Worker
6381,William Spencer,38,Worker
5588,Maximilian Miller,38,Worker
6704,Jared Russell,38,Worker
6630,Alan Cole,38,Worker
6894,Kimberly Smith,38,Worker
1175,Lilianna Harper,38,Worker
1641,Patrick Grant,38,Worker
1488,James Carroll,38,Worker
778,Brad Riley,38,Worker
6748,Amber Russell,38,Worker
3643,Kellan Ellis,38,Worker
28,Catherine Lloyd,38,Worker
1084,Roman Alexander,38,Worker
6938,Elian Andrews,38,Worker
2846,Jacob Mitchell,37,Worker
1364,Stella Cunningham,37,Worker
1622,Jordan Higgins,37,Worker
5839,Paul Murphy,37,Worker
6033,Cherry Craig,37,Worker
2100,Natalie Hill,37,Worker
1906,Antony Brown,37,Worker
2054,Fenton Cameron,37,Worker
5962,Kimberly Jones,37,Worker
6642,Dainton West,37,Worker
5444,Briony Scott,37,Worker
2750,Mary Foster,37,Worker
5976,Heather Hamilton,37,Worker
2687,Ted Riley,37,Worker
2624,Lucas Robinson,37,Worker
4288,Oliver Armstrong,37,Worker
5772,Agata Murray,37,Worker
1266,Brooke Wright,37,Worker
1165,Lyndon Kelley,37,Worker
6785,Sabrina Anderson,37,Worker
3318,Haris Foster,37,Worker
5190,Alexia Hamilton,37,Worker
643,Adam Armstrong,37,Worker
5587,Garry Henderson,37,Worker
667,Tess Cooper,37,Worker
671,Maddie West,37,Worker
3350,Arianna Harris,37,Worker
722,Ellia Wilson,37,Worker
366,John Crawford,37,Worker
5676,Jack Perkins,37,Worker
758,Derek Mason,37,Worker
285,Ashton Ferguson,37,Worker
4939,Sawyer Thompson,37,Worker
816,Ted Parker,37,Worker
209,Michelle Dixon,37,Worker
3347,Kellan Hall,37,Worker
6747,Heather Walker,36,Worker
2226,Luke Thomas,36,Worker
627,Melanie Evans,36,Worker
4983,George Parker,36,Worker
6969,Jordan Kelley,36,Worker
5123,Fenton Lloyd,36,Worker
859,Derek Hill,36,Worker
5401,Ryan Barnes,36,Worker
6922,Anna Walker,36,Worker
1780,Harold Stewart,36,Worker
1745,Sabrina Carroll,36,Worker
6788,Lydia Perry,36,Worker
5234,Adrian Edwards,36,Worker
7002,Jacob Clark,36,Worker
3751,Sam Wells,36,Worker
6471,Florrie Ferguson,36,Worker
2692,Alfred Mason,36,Worker
3204,Kirsten Clark,36,Worker
3270,Alfred Montgomery,36,Worker
2772,Valeria Allen,36,Worker
3617,Fenton Thomas,36,Worker
2723,Richard Kelley,36,Worker
6805,Ted Spencer,35,Worker
5438,Melanie Watson,35,Worker
6319,Lenny Murray,35,Worker
3442,Kellan Craig,35,Worker
4483,Spike Moore,35,Worker
4667,Maria Hunt,35,Worker
6559,Tara Myers,35,Worker
1236,Amber Thompson,35,Worker
3646,Michael Howard,35,Worker
6550,Kevin Bailey,35,Worker
5033,Evelyn Chapman,35,Worker
3749,Byron Casey,35,Worker
6818,Penelope Morrison,35,Worker
5585,Edwin Miller,35,Worker
3134,Edwin Bailey,34,Worker
1242,Jordan Hill,34,Worker
2947,Paige Miller,34,Worker
3409,Wilson Ellis,34,Worker
3215,Alberta Gray,34,Worker
2478,Eric Russell,34,Worker
3669,Kimberly Douglas,34,Worker
166,Victoria Holmes,34,Worker
3139,Deanna Higgins,33,Worker
5722,Michael Nelson,33,Worker
1836,Marcus Farrell,33,Worker
487,Gianna Johnston,33,Worker
1225,Dexter Crawford,33,Worker
3836,Antony Morrison,33,Worker
5135,Tony Hill,33,Worker
2365,Madaline Moore,33,Worker
1311,Elise Hawkins,33,Worker
6964,Kristian Thomas,33,Worker
2237,Brooke Thomas,33,Worker
6989,Luke Williams,33,Worker
2800,Oscar Anderson,33,Worker
6342,Kirsten Ferguson,33,Worker
2136,Paige Stewart,33,Worker
1965,Martin Smith,33,Worker
6493,Sam Myers,33,Worker
1982,Alina Bailey,32,Worker
6158,Connie Farrell,32,Worker
5855,Paige Mason,32,Worker
4104,James Warren,32,Worker
770,Natalie Alexander,32,Worker
5113,Byron Ryan,32,Worker
6018,Alexander Hamilton,32,Worker
3241,Adison Riley,32,Worker
2267,William Mitchell,32,Worker
2112,Julian Farrell,32,Worker
3294,Daisy Hamilton,32,Worker
1144,Violet Phillips,32,Worker
5186,Victor Brooks,32,Worker
4997,Dominik Morgan,32,Worker
6220,Naomi Stewart,32,Worker
5004,Robert Carter,32,Worker
368,Melissa Allen,32,Worker
6744,Henry Ferguson,32,Worker
6859,Albert Alexander,32,Worker
4409,Lana Williams,32,Worker
4098,Ryan Wilson,32,Worker
2362,Eric Tucker,32,Worker
6388,Carl Richardson,32,Worker
4778,James Crawford,32,Worker
6386,Luke Cole,32,Worker
4538,Ted Owens,32,Worker
4093,Dominik Barrett,32,Worker
1639,Joyce Owens,32,Worker
5312,Charlotte Myers,32,Worker
2921,Frederick Mason,31,Worker
5776,James Tucker,31,Worker
6903,Penelope Mason,31,Worker
6556,Albert Walker,31,Worker
5478,Melanie Morgan,31,Worker
6144,Dale Crawford,31,Worker
5209,Wilson Cole,31,Worker
5752,Victor Ferguson,31,Worker
5952,Isabella Carter,31,Worker
2290,Alina Johnston,31,Worker
408,Jack Barrett,31,Worker
5532,Elian Craig,31,Worker
5754,Charlie Sullivan,31,Worker
2306,Adele Carter,31,Worker
4614,Grace Nelson,31,Worker
6700,Alfred Payne,31,Worker
6397,Valeria Hall,31,Worker
5093,Chelsea Smith,30,Worker
1813,Edwin Murray,30,Worker
6435,Stuart Nelson,30,Worker
5520,Alexia Nelson,30,Worker
2168,Carina West,30,Worker
5536,Robert Elliott,30,Worker
3255,David Barnes,30,Worker
2825,Alberta Riley,30,Worker
4783,Alexander Taylor,30,Worker
968,Richard Payne,30,Worker
1907,Anna Richards,30,Worker
4857,Bruce Johnson,30,Worker
4854,Ada Armstrong,30,Worker
4850,Eddy Ross,30,Worker
4044,Maximilian Johnson,30,Worker
1460,Naomi Hill,30,Worker
6823,Carl Tucker,29,Worker
6741,Arnold Carter,29,Worker
3870,Valeria Dixon,29,Worker
4071,Bruce Ryan,29,Worker
4957,Nicole Stewart,29,Worker
1968,Alissa Smith,29,Worker
4665,Olivia Stevens,29,Worker
4678,Sam Kelley,29,Worker
4256,Michelle Thompson,29,Worker
410,Tony Hall,29,Worker
636,Kirsten Roberts,28,Worker
5288,Owen Thompson,28,Worker
2416,Maria Warren,28,Worker
4438,James Harrison,28,Worker
5872,Reid Ellis,28,Worker
6854,Frederick Casey,28,Worker
2918,George Clark,28,Worker
5095,Cherry Stewart,28,Worker
2988,Rebecca Chapman,28,Worker
5728,Florrie Wells,28,Worker
6205,Agata Grant,27,Worker
2128,Adele Perry,27,Worker
2005,Richard Stevens,27,Worker
2787,Garry Riley,27,Worker
5419,Sam Ellis,27,Worker
2802,Adison Reed,27,Worker
1300,Madaline Turner,27,Worker
1417,Alford Allen,27,Worker
1877,Samantha Johnson,27,Worker
1863,Belinda Rogers,27,Worker
6762,Annabella Morgan,27,Worker
1841,Albert Rogers,27,Worker
993,Albert Grant,27,Worker
6110,Kristian Harris,27,Worker
3178,Naomi Clark,27,Worker
24,Walter Anderson,27,Worker
3445,Maddie Henderson,27,Worker
6431,Richard Reed,26,Worker
2752,Catherine Hall,26,Worker
4789,Brianna Elliott,26,Worker
6694,Alford Grant,26,Worker
6640,Violet Riley,26,Worker
226,Dominik Evans,26,Worker
4417,Preston Stevens,26,Worker
355,Adrian Parker,26,Worker
4543,Rosie Lloyd,26,Worker
4943,Jenna Russell,26,Worker
92,Robert Ellis,26,Worker
6566,Tiana Williams,25,Worker
5646,Justin Gray,25,Worker
5669,Evelyn Casey,25,Worker
5704,Ada Gibson,25,Worker
5750,Savana Kelly,25,Worker
3150,Hailey Hunt,25,Worker
5764,Adele Gray,25,Worker
731,Kelsey Cunningham,25,Worker
4059,Sydney Carter,25,Worker
25,Harold Moore,25,Worker
5779,Martin Alexander,25,Worker
5907,Kimberly Roberts,25,Worker
3518,Kimberly Holmes,24,Worker
5990,Victoria Richardson,24,Worker
5600,Arianna Owens,24,Worker
50,Madaline Hunt,24,Worker
5695,Belinda Henderson,24,Worker
4060,Stella Parker,24,Worker
568,Melanie Lloyd,24,Worker
4560,Patrick Evans,24,Worker
5817,Vanessa Watson,24,Worker
6417,Edward Alexander,24,Worker
4022,Dominik Jones,24,Worker
5751,Ryan Johnson,23,Worker
6960,Emily Perkins,23,Worker
6190,Bruce Roberts,23,Worker
6475,Aldus Turner,23,Worker
7005,April Anderson,23,Worker
4892,Richard Baker,23,Worker
118,Rubie Richardson,23,Worker
5609,Agata Warren,22,Worker
6515,Jared Carter,22,Worker
5291,Robert Harrison,22,Worker
6763,Honey Morgan,22,Worker
6161,John Clark,21,Worker
78,Steven Roberts,21,Worker
6150,Dainton Perry,21,Worker
369,Adrianna Grant,21,Worker
158,Savana Harper,20,Worker
4092,Fenton Roberts,20,Worker
4590,Tony Gibson,20,Worker
6162,Jared Cooper,19,Worker
1239,William Henderson,19,Worker
144,Antony Warren,18,Worker
5242,Sarah Bailey,18,Worker
5791,Lyndon Johnston,18,Worker
46,Vanessa Hawkins,18,Worker
6128,Aldus Taylor,18,Worker
5977,Garry Brown,17,Worker
5550,Abigail Allen,17,Worker
5949,Elise Johnson,17,Worker
5528,Eric Kelly,17,Worker
6154,Wilson Farrell,17,Worker
5559,Sophia Williams,17,Worker
5904,Jessica Murray,17,Worker
6462,Miley Payne,17,Worker
4129,Justin Anderson,17,Worker
4095,Grace Harris,17,Worker
35,Miley Stevens,17,Worker
58,Thomas Kelly,17,Worker
93,Maximilian Brooks,17,Worker
119,Vincent Lloyd,17,Worker
5658,Aiden Richards,17,Worker
5668,Ryan Nelson,17,Worker
2137,Maria Wilson,17,Worker
2172,Adrianna Moore,17,Worker
2229,Mary Sullivan,17,Worker
4029,Stella Cameron,17,Worker
6460,Henry Ellis,17,Worker
6419,Sarah Harrison,17,Worker
5812,Dexter Rogers,17,Worker
